id_livre,titre,auteur,categorie,sous_categorie/0,sous_categorie/1,nombre_editions,note_popularite,image_url,sous_categorie/2,sous_categorie/3,sous_categorie/4
688,Récit de la vie de Frederick Douglass,Frédéric Douglass,Biographie,Douglas,Frédéric,1032,103.2,https://covers.openlibrary.org/b/id/8247724-L.jpg,1818-1895,,
689,Douze ans d'esclave,Salomon Northup,Biographie,Esclavage,,1029,102.9,https://covers.openlibrary.org/b/id/14856045-L.jpg,,,
690,Les Dublinois,James Joyce,Biographie,Express quotidien,,995,99.5,https://covers.openlibrary.org/b/id/8216412-L.jpg,,,
691,Capitaines courageux,Rudyard Kipling,Biographie,Adolescents,,990,99,https://covers.openlibrary.org/b/id/12819857-L.jpg,,,
692,Feuilles d'herbe,Walt Whitman,Biographie,Manuscrits,,755,75.5,https://covers.openlibrary.org/b/id/9000447-L.jpg,,,
693,Troïlus et Cressida,Guillaume Shakespeare,Biographie,Drame,,732,73.2,https://covers.openlibrary.org/b/id/8789523-L.jpg,,,
694,Les Contes de Cantorbéry,Geoffrey Chaucer,Biographie,La mort,,722,72.2,https://covers.openlibrary.org/b/id/5767180-L.jpg,,,
695,Le progrès du pèlerin,John Bunyan,Biographie,Bibliographie,,683,68.3,https://covers.openlibrary.org/b/id/8229224-L.jpg,,,
696,L'autobiographie de Benjamin Franklin,Benjamin Franklin,Biographie,Testaments,,679,67.9,https://covers.openlibrary.org/b/id/5647361-L.jpg,,,
697,Le deuxième livre de la jungle,Rudyard Kipling,Biographie,Romains,,611,61.1,https://covers.openlibrary.org/b/id/2140514-L.jpg,,,
698,Sonnets,Guillaume Shakespeare,Biographie,Sonnets anglais,,579,57.9,https://covers.openlibrary.org/b/id/8222090-L.jpg,,,
699,Le locataire de Wildfell Hall,Anne Brontë,Biographie,Fiction,,558,55.8,https://covers.openlibrary.org/b/id/1023552-L.jpg,,,
700,Conditions ab urbe,Titus Livius,Biographie,Antiquités,,558,55.8,https://covers.openlibrary.org/b/id/6657951-L.jpg,,,
701,Orthodoxie,Gilbert Keith Chesterton,Biographie,Apologétiques,,551,55.1,https://covers.openlibrary.org/b/id/6268135-L.jpg,,,
702,Saint François d'Assise,Gilbert Keith Chesterton,Biographie,Biographie et autobiographie,,547,54.7,https://covers.openlibrary.org/b/id/502618-L.jpg,,,
703,Le livre de la jungle,Rudyard Kipling,Biographie,Jungles,,538,53.8,https://covers.openlibrary.org/b/id/3344204-L.jpg,,,
704,Le roi Henri V,Guillaume Shakespeare,Biographie,Drame,,527,52.7,https://covers.openlibrary.org/b/id/7420215-L.jpg,,,
705,Mon esclavage et ma liberté,Frédéric Douglass,Biographie,Douglas,Frédéric,509,50.9,https://covers.openlibrary.org/b/id/14847114-L.jpg,1818-1895,,
706,Métamorphoses,Ovide,Biographie,Poésie,,491,49.1,https://covers.openlibrary.org/b/id/7212118-L.jpg,,,
707,Une histoire de New York,Washington Irving,Biographie,Américains néerlandais,,472,47.2,https://covers.openlibrary.org/b/id/1991009-L.jpg,,,
708,L'homme qui serait roi,Rudyard Kipling,Biographie,Fiction,,460,46,https://covers.openlibrary.org/b/id/6021425-L.jpg,,,
709,Manifeste du Parti Communautaire,Karl Marx,Biographie,communisme,,458,45.8,https://covers.openlibrary.org/b/id/11048623-L.jpg,,,
710,Confessions,Augustin d'Hippone,Biographie,Aspects religieux de la vérité,,449,44.9,https://covers.openlibrary.org/b/id/9022521-L.jpg,,,
711,Sorti de l'esclavage,Booker T. Washington,Biographie,Washington,booker t.,430,43,https://covers.openlibrary.org/b/id/119317-L.jpg,1856-1915,,
712,À la dure,Marc Twain,Biographie,19ème siècle,,408,40.8,https://covers.openlibrary.org/b/id/9165528-L.jpg,,,
713,Paradis perdu,John Milton,Biographie,Bible,,393,39.3,https://covers.openlibrary.org/b/id/5992814-L.jpg,,,
714,Incidents dans la vie d'une esclave,Harriet A. Jacobs,Biographie,Femmes esclaves,,386,38.6,https://covers.openlibrary.org/b/id/411542-L.jpg,,,
715,L'Antéchrist,Frédéric Nietzsche,Biographie,Christianisme,,384,38.4,https://covers.openlibrary.org/b/id/1759313-L.jpg,,,
716,Les fleurs du mal,Charles Baudelaire,Biographie,Traductions en espagnol,,362,36.2,https://covers.openlibrary.org/b/id/8236412-L.jpg,,,
717,Seigneur Jim,Joseph Conrad,Biographie,Fiction,,345,34.5,https://covers.openlibrary.org/b/id/8236295-L.jpg,,,
718,Deux ans avant le mât,Richard Henry Dana,Biographie,Alerte (Brig : 1843-1862),,334,33.4,https://covers.openlibrary.org/b/id/8245243-L.jpg,,,
719,Vies,Plutarque,Biographie,Biographie,,322,32.2,https://covers.openlibrary.org/b/id/10679669-L.jpg,,,
720,"La vie d'Olaudah Equiano, ou Gustavus Vassa, l'Africain",Olaudah Equiano,Biographie,Esclavage,,298,29.8,https://covers.openlibrary.org/b/id/2074044-L.jpg,,,
721,Naviguer seul autour du monde,Josué Slocum,Biographie,Pulvérisation (Sloop),,294,29.4,https://covers.openlibrary.org/b/id/8247067-L.jpg,,,
722,Les œuvres poétiques complètes,Robert Brûlures,Biographie,Biographie,,293,29.3,https://covers.openlibrary.org/b/id/9048263-L.jpg,,,
723,Le magicien,William Somerset Maugham,Biographie,Fiction,,290,29,https://covers.openlibrary.org/b/id/2789948-L.jpg,,,
724,Het Achterhuis,Anne Frank,Biographie,autobiographies,,282,28.2,https://covers.openlibrary.org/b/id/8584021-L.jpg,,,
725,"Tom Sawyer, détective",Marc Twain,Biographie,Fiction,,276,27.6,https://covers.openlibrary.org/b/id/8923621-L.jpg,,,
726,Des hectares de diamants,Russell Herman Conwell,Biographie,Succès,,275,27.5,https://covers.openlibrary.org/b/id/5833160-L.jpg,,,
727,Erewhon,Samuel Butler,Biographie,Fiction,humoristique,272,27.2,https://covers.openlibrary.org/b/id/825789-L.jpg,général,,
728,"Marie ; ou, Les torts de la femme",Marie Wollstonecraft,Biographie,Fiction,,265,26.5,https://covers.openlibrary.org/b/id/314559-L.jpg,,,
729,Désobéissance civile,Henri David Thoreau,Biographie,Résistance au gouvernement,,261,26.1,https://covers.openlibrary.org/b/id/12679584-L.jpg,,,
730,Pièces (36),Guillaume Shakespeare,Biographie,sources,,257,25.7,https://covers.openlibrary.org/b/id/9023411-L.jpg,,,
731,Ἀνάβασις,Xénophon,Biographie,Histoire,,252,25.2,https://covers.openlibrary.org/b/id/6133592-L.jpg,,,
732,Captivité et restauration,Mary White Rowlandson,Biographie,Massachusetts,biographie,250,25,https://covers.openlibrary.org/b/id/1813688-L.jpg,,,
733,La Bibliothèque de biographie américaine,Jared Étincelles,Biographie,Biographie,,245,24.5,https://covers.openlibrary.org/b/id/13514238-L.jpg,,,
734,Les aveux,Jean-Jacques Rousseau,Biographie,Auteurs français,,244,24.4,https://covers.openlibrary.org/b/id/6371045-L.jpg,,,
735,Picasso,Pablo Picasso,Biographie,20e siècle,,240,24,https://covers.openlibrary.org/b/id/2238306-L.jpg,,,
736,Vie de Samuel Johnson,James Boswell,Biographie,Biographie,,238,23.8,https://covers.openlibrary.org/b/id/5785491-L.jpg,,,
737,Croquis d'hôpital,Louisa May Alcott,Biographie,Biographie,,237,23.7,https://covers.openlibrary.org/b/id/8029754-L.jpg,,,
738,Notes américaines,Charles Dickens,Biographie,Description et voyage,,233,23.3,https://covers.openlibrary.org/b/id/8236357-L.jpg,,,
739,Poèmes,Samuel Taylor Coleridge,Biographie,Poésie (œuvres poétiques d'un auteur),,232,23.2,https://covers.openlibrary.org/b/id/11696250-L.jpg,,,
740,L'ascension de Silas Lapham,William Dean Howells,Biographie,Les riches,,226,22.6,https://covers.openlibrary.org/b/id/8240382-L.jpg,,,
741,"L'histoire de Rasselas, prince d'Abyssinie",Samuel Johnson,Biographie,Ethiopie,fiction,224,22.4,https://covers.openlibrary.org/b/id/2035834-L.jpg,,,
742,"Œuvres [37 pièces de théâtre, 6 poèmes, sonnets]",Guillaume Shakespeare,Biographie,Drame anglais moderne et élisabéthain,,213,21.3,https://covers.openlibrary.org/b/id/8779054-L.jpg,,,
743,Moralité,Plutarque,Biographie,Éthique ancienne,,211,21.1,https://covers.openlibrary.org/b/id/5788251-L.jpg,,,
744,Moi,Evgeni Ivanovitch Zamyatin,Biographie,Littérature : textes,,210,21,https://covers.openlibrary.org/b/id/5484189-L.jpg,,,
745,Flush,Virginie Woolf,Biographie,Fiction,,206,20.6,https://covers.openlibrary.org/b/id/116161-L.jpg,,,
746,Apologie pro vita sua,John Henry Newman,Biographie,200,,204,20.4,https://covers.openlibrary.org/b/id/8242161-L.jpg,,,
747,Ben Hur,Lew Wallace,Biographie,Fiction,,201,20.1,https://covers.openlibrary.org/b/id/6456470-L.jpg,,,
748,Poèmes de John Keats,John Keats,Biographie,poésie anglaise,,200,20,https://covers.openlibrary.org/b/id/5635209-L.jpg,,,
749,Tapez,Herman Melville,Biographie,Fiction,,198,19.8,https://covers.openlibrary.org/b/id/9341648-L.jpg,,,
750,Un clochard à l'étranger,Marc Twain,Biographie,Auteurs américains,,197,19.7,https://covers.openlibrary.org/b/id/9168741-L.jpg,,,
751,L'homme sans pays,Edward Everett Hale,Biographie,Fiction,,189,18.9,https://covers.openlibrary.org/b/id/8239495-L.jpg,,,
752,Mon Kampf,Adolf Hitler,Biographie,Politique et gouvernement,,184,18.4,https://covers.openlibrary.org/b/id/12724015-L.jpg,,,
753,Autobiographie d'un Yogi,Yogananda Paramahansa,Biographie,Autobiographie,,182,18.2,https://covers.openlibrary.org/b/id/805448-L.jpg,,,
754,L'éducation d'Henry Adams,Henri Adams,Biographie,Biographie,,181,18.1,https://covers.openlibrary.org/b/id/8232012-L.jpg,,,
755,Robert Browning,Gilbert Keith Chesterton,Biographie,Biographie,,176,17.6,https://covers.openlibrary.org/b/id/1758204-L.jpg,,,
756,Les œuvres poétiques de John Dryden,John Dryden,Biographie,Critique et interprétation,,176,17.6,https://covers.openlibrary.org/b/id/1817022-L.jpg,,,
757,Ma vie et mon travail,"Ford, Henri",Biographie,Compagnie automobile Ford,,166,16.6,https://covers.openlibrary.org/b/id/1200056-L.jpg,,,
758,Agenda,Samuel Pépys,Biographie,Sources,,166,16.6,https://covers.openlibrary.org/b/id/12742285-L.jpg,,,
759,Le château,Franz Kafka,Biographie,Fiction,,165,16.5,https://covers.openlibrary.org/b/id/12605605-L.jpg,,,
760,Dei delitte et dele pene,César Beccaria,Biographie,Punition,,164,16.4,https://covers.openlibrary.org/b/id/8553099-L.jpg,,,
761,Mademoiselle Fifi,Guy de Maupassant,Biographie,Traductions en anglais,,162,16.2,https://covers.openlibrary.org/b/id/6468088-L.jpg,,,
762,John maïs d'orge,Jack Londres,Biographie,Alcooliques,,161,16.1,https://covers.openlibrary.org/b/id/11954493-L.jpg,,,
763,La Compagnie de la Baie d'Hudson,Robert Michael Ballantyne,Biographie,Compagnie de la Baie d'Hudson,,161,16.1,https://covers.openlibrary.org/b/id/1802733-L.jpg,,,
764,La vie sur le Mississippi,Marc Twain,Biographie,Auteurs américains,,157,15.7,https://covers.openlibrary.org/b/id/9164717-L.jpg,,,
765,Kokuritsu Kokkai Toshokan shozō Meijiki kankō tosho maikuro-ban shūsei,Kokuritsu Kokkai Toshokan (Japon),Biographie,Art,,156,15.6,,,,
766,Sept piliers de la sagesse,T.E. Lawrence,Biographie,Arabes,,152,15.2,https://covers.openlibrary.org/b/id/1448352-L.jpg,,,
767,Paul Klee,Paul Klee,Biographie,Catalogues raisonnés,,150,15,https://covers.openlibrary.org/b/id/13174486-L.jpg,,,
768,Henri Moore,David Sylvestre,Biographie,Sculpture,britannique,146,14.6,https://covers.openlibrary.org/b/id/1604103-L.jpg,,,
769,"Les aventures du capitaine Bonneville, U.S.A.",Washington Irving,Biographie,Description et voyage,,145,14.5,https://covers.openlibrary.org/b/id/8233401-L.jpg,,,
770,Exercice spirituel,Saint Ignace de Loyola,Biographie,Exercices spirituels,,145,14.5,https://covers.openlibrary.org/b/id/8027976-L.jpg,,,
771,Paul et Virginie,Bernardin de Saint-Pierre,Biographie,Botanique,,142,14.2,https://covers.openlibrary.org/b/id/8243325-L.jpg,,,
772,Elizabeth et son jardin allemand,Elizabeth von Arnim,Biographie,Fiction,,141,14.1,https://covers.openlibrary.org/b/id/652095-L.jpg,,,
773,L'histoire de la philosophie,Will Durant,Biographie,Philosophes,,141,14.1,https://covers.openlibrary.org/b/id/405360-L.jpg,,,
774,Une autobiographie,Mohandas Karamchand Gandhi,Biographie,Biographie et autobiographie,,140,14,https://covers.openlibrary.org/b/id/108086-L.jpg,,,
775,Histoire d'Alexandre le Grand,Jacob Abbott,Biographie,Littérature jeunesse,,137,13.7,https://covers.openlibrary.org/b/id/6946256-L.jpg,,,
776,Adolphe,Benjamin Constant,Biographie,Fiction,,134,13.4,https://covers.openlibrary.org/b/id/2154092-L.jpg,,,
777,Olivier Goldsmith,Washington Irving,Biographie,Poètes américains,,133,13.3,https://covers.openlibrary.org/b/id/8242982-L.jpg,,,
778,Un esprit qui s'est retrouvé,Bières Clifford Whittingham,Biographie,1876-1943,,130,13,https://covers.openlibrary.org/b/id/10857476-L.jpg,,,
779,De officiis,Cicéron,Biographie,Éthique ancienne,,129,12.9,https://covers.openlibrary.org/b/id/6487218-L.jpg,,,
780,Margaret Ogilvy et d'autres,J.M. Barrie,Biographie,Université d'Édimbourg,,128,12.8,https://covers.openlibrary.org/b/id/5748062-L.jpg,,,
781,"Houghton Mifflin, le choix de la nation",Personnel de la société Houghton Mifflin,Biographie,Dauphins,,127,12.7,https://covers.openlibrary.org/b/id/13518382-L.jpg,,,
782,Les vies du XII. Césars,Suétone,Biographie,Empereurs romains,,126,12.6,https://covers.openlibrary.org/b/id/8242755-L.jpg,,,
783,Εὐθύφρων / Κρίτων / Φαίδων / Ἀπολογία Σωκράτους,Πλάτων,Biographie,Philosophes,,126,12.6,https://covers.openlibrary.org/b/id/14390287-L.jpg,,,
784,La vie de Charlotte Brontë,Elizabeth Cleghorn Gaskell,Biographie,Romanciers anglais,,125,12.5,https://covers.openlibrary.org/b/id/2748823-L.jpg,,,
785,Dictionnaire de biographie nationale,George Murray Smith,Biographie,Biographie,,122,12.2,https://covers.openlibrary.org/b/id/1276873-L.jpg,,,
786,La Seconde Guerre mondiale,Winston S.Churchill,Biographie,Récits personnels,britannique,122,12.2,https://covers.openlibrary.org/b/id/7347623-L.jpg,,,
787,Cyropédie,Xénophon,Biographie,Biographie,,122,12.2,https://covers.openlibrary.org/b/id/6062894-L.jpg,,,
788,Grâce abondante pour le chef des pécheurs,John Bunyan,Biographie,Biographie,,121,12.1,https://covers.openlibrary.org/b/id/8241323-L.jpg,,,
789,Terre des hommes,Antoine de Saint-Exupéry,Biographie,20e siècle,,120,12,https://covers.openlibrary.org/b/id/967072-L.jpg,,,
790,Leur parcours de mariage,William Dean Howells,Biographie,Littérature classique,,118,11.8,https://covers.openlibrary.org/b/id/14822344-L.jpg,,,
791,"Les journaux d'André Gide, 1889-1949",André Gide,Biographie,Auteurs,,117,11.7,https://covers.openlibrary.org/b/id/6519760-L.jpg,,,
792,Colomb,Washington Irving,Biographie,Expéditions d'exploration,,115,11.5,https://covers.openlibrary.org/b/id/5890614-L.jpg,,,
793,Satires,Horace,Biographie,Satire en vers latins,,115,11.5,https://covers.openlibrary.org/b/id/8237873-L.jpg,,,
794,20 ans à Hull House,Jane Addams,Biographie,Addams,Jeanne,115,11.5,https://covers.openlibrary.org/b/id/700557-L.jpg,1860-1935,,
795,Max Ernst,Max Ernst,Biographie,Amis et associés,,114,11.4,https://covers.openlibrary.org/b/id/7879121-L.jpg,,,
796,Les voyages de Marco Polo,Marco Polo,Biographie,Description et voyage,,114,11.4,https://covers.openlibrary.org/b/id/8237917-L.jpg,,,
797,Vincent van Gogh,Vincent van Gogh,Biographie,Catalogues raisonnés,,114,11.4,https://covers.openlibrary.org/b/id/4703873-L.jpg,,,
798,Sanctuaire,William Faulkner,Biographie,Manuscrits américains,,113,11.3,https://covers.openlibrary.org/b/id/13105623-L.jpg,,,
799,Les bois du Maine,Henri David Thoreau,Biographie,Description et voyage,,112,11.2,https://covers.openlibrary.org/b/id/10873097-L.jpg,,,
800,... Trotzdem Ja zum Leben sagen,Viktor E. Frankl,Biographie,Camps de concentration nazis,,111,11.1,https://covers.openlibrary.org/b/id/8516506-L.jpg,,,
801,Aus mon Leben,Johann Wolfgang von Goethe,Biographie,Plantes,,111,11.1,https://covers.openlibrary.org/b/id/8237921-L.jpg,,,
802,Si cette question est une personne,Primo Levi,Biographie,Auschwitz (camp de concentration),,111,11.1,https://covers.openlibrary.org/b/id/1049023-L.jpg,,,
803,Œuvres complètes de W. R. Bion,W.R. Bion,Biographie,Psychologie,,108,10.8,https://covers.openlibrary.org/b/id/13227090-L.jpg,,,
804,Bambi,Félix Salten,Biographie,Cerf,,108,10.8,https://covers.openlibrary.org/b/id/7153939-L.jpg,,,
805,Beauté noire,Anna Sewell,Biographie,Beauté noire,,107,10.7,https://covers.openlibrary.org/b/id/5007492-L.jpg,,,
806,Les forêts du Canada,Catherine Parr Traill,Biographie,Description et voyage,,106,10.6,https://covers.openlibrary.org/b/id/2879771-L.jpg,,,
807,Histoires amérindiennes,Zitkala-Šá,Biographie,Biographie,,106,10.6,https://covers.openlibrary.org/b/id/574909-L.jpg,,,
808,Terribles révélations de Maria Monk,Marie Monk,Biographie,Anti-catholicisme,,105,10.5,https://covers.openlibrary.org/b/id/5595700-L.jpg,,,
809,Les travaux de Goethe,Johann Wolfgang von Goethe,Biographie,Traductions en anglais,,105,10.5,https://covers.openlibrary.org/b/id/5760460-L.jpg,,,
810,La vie militaire dans un régiment noir,Thomas Wentworth Higginson,Biographie,33e infanterie,,104,10.4,https://covers.openlibrary.org/b/id/6124732-L.jpg,,,
811,Les œuvres de Robert Burns,Robert Brûlures,Biographie,Biographie,,104,10.4,https://covers.openlibrary.org/b/id/5792560-L.jpg,,,
812,Mémoires,Giacomo Casanova,Biographie,Biographie,,104,10.4,https://covers.openlibrary.org/b/id/9556873-L.jpg,,,
813,Les mardis avec Morrie,Mitch Albom,Biographie,mémoire,,104,10.4,https://covers.openlibrary.org/b/id/12560417-L.jpg,,,
814,Vitae excellentium imperatorum,Corneille Nepos,Biographie,Biographie,,102,10.2,https://covers.openlibrary.org/b/id/9158291-L.jpg,,,
815,Souvenirs,Xénophon,Biographie,Philosophes anciens,,102,10.2,https://covers.openlibrary.org/b/id/6828030-L.jpg,,,
816,Hommage à la Catalogne,Georges Orwell,Biographie,Récits personnels en anglais,,101,10.1,https://covers.openlibrary.org/b/id/7282177-L.jpg,,,
817,Quo Vadis?,Henryk Sienkiewicz,Biographie,Fiction,,101,10.1,https://covers.openlibrary.org/b/id/8238855-L.jpg,,,
818,Les cendres d'Angèle,Frank McCourt,Biographie,Américains irlandais,,101,10.1,https://covers.openlibrary.org/b/id/8231802-L.jpg,,,
819,La vie de Washington,Mason Locke Weems,Biographie,Présidents,,100,10,https://covers.openlibrary.org/b/id/5903584-L.jpg,,,
820,Un adieu aux armes,Ernest Hemingway,Biographie,Comptes de guerre,,100,10,https://covers.openlibrary.org/b/id/7226599-L.jpg,,,
821,Biographie littéraire,Samuel Taylor Coleridge,Biographie,Critique,,100,10,https://covers.openlibrary.org/b/id/1813198-L.jpg,,,
822,Photos d'Italie,Charles Dickens,Biographie,Vie sociale et coutumes,,99,9.9,https://covers.openlibrary.org/b/id/9280483-L.jpg,,,
823,Décision; Отрочество; Юность,"Tolstoï, Léon, graf, 1828-1910",Biographie,Conditions sociales,,98,9.8,https://covers.openlibrary.org/b/id/8240391-L.jpg,,,
824,Gorin pas de sho,Miyamoto Musashi,Biographie,Biographie,,97,9.7,https://covers.openlibrary.org/b/id/6621293-L.jpg,,,
825,Le Diable amoureux,Jacques Cazotte,Biographie,Correspondance,,97,9.7,https://covers.openlibrary.org/b/id/11335668-L.jpg,,,
826,Marc Chagall,Marc Chagall,Biographie,ID de collection : EarlyArt,,97,9.7,https://covers.openlibrary.org/b/id/723472-L.jpg,,,
827,Vies des dames galantes,"Pierre de Bourdeille, seigneur de Brantôme",Biographie,Biographie,,96,9.6,https://covers.openlibrary.org/b/id/5750631-L.jpg,,,
828,Légende dorée,Jacobus de Voragine,Biographie,Saints chrétiens,,96,9.6,https://covers.openlibrary.org/b/id/6284843-L.jpg,,,
829,Vie et époque de Frederick Douglass,Frédéric Douglass,Biographie,Mouvements anti-esclavagistes,,95,9.5,https://covers.openlibrary.org/b/id/14811915-L.jpg,,,
830,Souvenirs et lettres de Robert E. Lee,Robert E. Lee,Biographie,Correspondance,,95,9.5,https://covers.openlibrary.org/b/id/6053381-L.jpg,,,
831,Vita di Benvenuto Cellini,Benvenuto Cellini,Biographie,Art,,95,9.5,https://covers.openlibrary.org/b/id/9230254-L.jpg,,,
832,Histoire verdadera de la conquista de la Nueva España,Bernal Díaz del Castillo,Biographie,Histoire,,94,9.4,https://covers.openlibrary.org/b/id/5858039-L.jpg,,,
833,"Le nègre du ""Narcisse""",Joseph Conrad,Biographie,Fiction,,94,9.4,https://covers.openlibrary.org/b/id/8235355-L.jpg,,,
834,Van Gogh,Federico Zéri,Biographie,Impressionnisme (Art),,91,9.1,https://covers.openlibrary.org/b/id/773443-L.jpg,,,
835,"Vite de' più eccellenti pittori, sculpteurs et architectes",Giorgio Vasari,Biographie,Histoire,,91,9.1,https://covers.openlibrary.org/b/id/5883089-L.jpg,,,
836,L'histoire de sa propre vie du père Henson,Josiah Henson,Biographie,Esclavage,,90,9,https://covers.openlibrary.org/b/id/5590858-L.jpg,,,
837,Histoire de Charles XII,Voltaire,Biographie,Histoire,,90,9,https://covers.openlibrary.org/b/id/8242944-L.jpg,,,
838,Henri Matisse,Henri Matisse,Biographie,ID de collection : EarlyArt,,90,9,https://covers.openlibrary.org/b/id/1025777-L.jpg,,,
839,Les œuvres de Washington Irving,Washington Irving,Biographie,Auteurs américains,,89,8.9,https://covers.openlibrary.org/b/id/8242347-L.jpg,,,
840,Actes et monuments,John Foxe,Biographie,Martyrs,,89,8.9,https://covers.openlibrary.org/b/id/5948997-L.jpg,,,
841,Léonard,Léonard de Vinci,Biographie,Expositions,,89,8.9,https://covers.openlibrary.org/b/id/919361-L.jpg,,,
842,Picasso,William S. Lieberman,Biographie,Les animaux dans l'art,,88,8.8,https://covers.openlibrary.org/b/id/2238081-L.jpg,,,
843,Архипелаг ГУЛАГ,Alexandre Isaac Solitaire,Biographie,Prisonniers politiques,,88,8.8,https://covers.openlibrary.org/b/id/12715912-L.jpg,,,
844,Edvard Munch,Edvard Munch,Biographie,Art,,88,8.8,https://covers.openlibrary.org/b/id/6748093-L.jpg,,,
845,Chemin vers la richesse,Benjamin Franklin,Biographie,Maximes américaines,,87,8.7,https://covers.openlibrary.org/b/id/6112107-L.jpg,,,
846,De bello judaico,Flavius ​​Josèphe,Biographie,Juifs,,87,8.7,https://covers.openlibrary.org/b/id/9805925-L.jpg,,,
847,Conversations de Goethe avec Eckermann et Soret,Johann Wolfgang von Goethe,Biographie,Biographie,,86,8.6,https://covers.openlibrary.org/b/id/9041638-L.jpg,,,
848,Papillon,Henri Charrière,Biographie,Prisonniers,biographie,86,8.6,https://covers.openlibrary.org/b/id/8752-L.jpg,,,
849,"Histoire de Cléopâtre, reine d'Egypte",Jacob Abbott,Biographie,Littérature jeunesse,,85,8.5,https://covers.openlibrary.org/b/id/6131048-L.jpg,,,
850,Un chant de Noël,Charles Dickens,Art,Histoires de fantômes,,2727,272.7,https://covers.openlibrary.org/b/id/13299222-L.jpg,,,
851,Macbeth,Guillaume Shakespeare,Art,Drame,,955,95.5,https://covers.openlibrary.org/b/id/872432-L.jpg,,,
852,Énée,Publius Vergilius Maro,Art,Poésie,,456,45.6,https://covers.openlibrary.org/b/id/6968564-L.jpg,,,
853,Poétique,Aristote,Art,Premiers travaux vers 1800,,251,25.1,https://covers.openlibrary.org/b/id/6528920-L.jpg,,,
854,Picasso,Pablo Picasso,Art,20e siècle,,240,24,https://covers.openlibrary.org/b/id/2238306-L.jpg,,,
855,Évangéline,Henry Wadsworth Longfellow,Art,Acadiens,,177,17.7,https://covers.openlibrary.org/b/id/6153860-L.jpg,,,
856,Salome,Oscar Wilde,Art,Drame,,174,17.4,https://covers.openlibrary.org/b/id/8246115-L.jpg,,,
857,"La Renaissance, études d'art et de poésie",Walter Pater,Art,Arts de la Renaissance,,156,15.6,https://covers.openlibrary.org/b/id/1803572-L.jpg,,,
858,Kokuritsu Kokkai Toshokan shozō Meijiki kankō tosho maikuro-ban shūsei,Kokuritsu Kokkai Toshokan (Japon),Art,Art,,156,15.6,,,,
859,Paul Klee,Paul Klee,Art,Catalogues raisonnés,,150,15,https://covers.openlibrary.org/b/id/13174486-L.jpg,,,
860,Henri Moore,David Sylvestre,Art,Sculpture,britannique,146,14.6,https://covers.openlibrary.org/b/id/1604103-L.jpg,,,
861,Mise en œuvre des accords d'Helsinki,États-Unis. Congrès. Commission sur la sécurité et la coopération en Europe,Art,Admission des non-immigrants,,144,14.4,https://covers.openlibrary.org/b/id/5939619-L.jpg,,,
862,Contes racontés deux fois,Nathaniel Hawthorne,Art,Surnaturel,,129,12.9,https://covers.openlibrary.org/b/id/10223473-L.jpg,,,
863,Sozialgeschichte der Kunst und Literatur,Arnold Hauser,Art,Art et société,,128,12.8,https://covers.openlibrary.org/b/id/8388010-L.jpg,,,
864,Max Ernst,Max Ernst,Art,Amis et associés,,114,11.4,https://covers.openlibrary.org/b/id/7879121-L.jpg,,,
865,Vincent van Gogh,Vincent van Gogh,Art,Catalogues raisonnés,,114,11.4,https://covers.openlibrary.org/b/id/4703873-L.jpg,,,
866,Sur le sublime,Longin,Art,Rhétorique ancienne,,113,11.3,https://covers.openlibrary.org/b/id/8235184-L.jpg,,,
867,Georg Baselitz,Georg Baselitz,Art,Expositions,,113,11.3,https://covers.openlibrary.org/b/id/3026795-L.jpg,,,
868,Un témoin silencieux,R.Austin Freeman,Art,Fiction,mystère et détective,111,11.1,https://covers.openlibrary.org/b/id/502736-L.jpg,général,,
869,Sésame et lys,John Ruskin,Art,Livres et lecture,,105,10.5,https://covers.openlibrary.org/b/id/10672278-L.jpg,,,
870,Un chien des Flandres,Ouida,Art,Fiction,général,105,10.5,https://covers.openlibrary.org/b/id/14434819-L.jpg,,,
871,Les travaux de Goethe,Johann Wolfgang von Goethe,Art,Traductions en anglais,,105,10.5,https://covers.openlibrary.org/b/id/5760460-L.jpg,,,
872,Histoire naturelle,Pline l'Ancien,Art,Géographie ancienne,,100,10,https://covers.openlibrary.org/b/id/6543272-L.jpg,,,
873,Les pierres de Venise,John Ruskin,Art,Venise,,99,9.9,https://covers.openlibrary.org/b/id/8239410-L.jpg,,,
874,La nausée,Jean-Paul Sartre,Art,Existentialisme,,98,9.8,https://covers.openlibrary.org/b/id/9393973-L.jpg,,,
875,Marc Chagall,Marc Chagall,Art,ID de collection : EarlyArt,,97,9.7,https://covers.openlibrary.org/b/id/723472-L.jpg,,,
876,Sophocle,Sophocle,Art,Drame,,96,9.6,https://covers.openlibrary.org/b/id/295684-L.jpg,,,
877,Vita di Benvenuto Cellini,Benvenuto Cellini,Art,Art,,95,9.5,https://covers.openlibrary.org/b/id/9230254-L.jpg,,,
878,Rembrandt,Rembrandt Harmenszoon van Rijn,Art,Gravure,,93,9.3,https://covers.openlibrary.org/b/id/8242272-L.jpg,,,
879,Série de livres de coloriage New Creations,Thérèse Davis,Art,Art,,92,9.2,https://covers.openlibrary.org/b/id/12102183-L.jpg,,,
880,Van Gogh,Federico Zéri,Art,Impressionnisme (Art),,91,9.1,https://covers.openlibrary.org/b/id/773443-L.jpg,,,
